item_0,item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10,item_11,item_12,item_13,item_14,item_15,item_16,item_17,item_18,item_19,item_20,item_21,item_22,item_23,item_24,item_25,item_26,item_27,item_28,item_29,item_30,item_31,item_32,item_33,item_34,item_35,item_36,item_37,item_38,item_39,item_40,item_41,item_42,item_43,item_44,item_45,item_46,item_47,item_48
43455,1,430,29.8,4.03,0,0,0,23,7,316.1,0,0,20,10,145.2,0,0,48,0,62,0,0,25,0,31,0,33.4,0,92,339,897,56.23,27.99,40.98,9.85,8,100.08,69,0.36,89.7,17.5,29.8,4.06,318.5,145.2,62,31,33.5
43455,2,430,29.8,4.06,0,0,0,22,4,318.5,0,0,24,0,145.2,0,0,46,0,62,0,0,23,0,31,0,33.5,0,82,298,897,56.11,28.07,40.91,9.84,7.98,100.14,69,0.37,89.7,17.51,29.9,4.06,321.4,145.2,62,31,33.5
43455,3,430,29.9,4.06,0,0,0,20,8,321.4,0,0,20,7,145.2,0,0,38,16,62,0,0,20,0,31,0,33.5,0,68,205,897,56.41,28.07,40.78,9.81,7.96,100.54,69,0.36,89.7,17.38,29.8,4.12,314.1,139.1,62.1,32,34.5
43458,1,440,29.8,4.12,0,0,0,22,0,314.1,0,0,24,0,139.1,0,0,48,6,62.1,0,0,19,6,32,0,34.5,0.5,32,131,897,57.18,27.95,41.25,9.92,7.88,100.32,69,0.36,89.7,22.15,29.9,4.19,317.5,139.1,62.1,32,34.5
43458,2,430,29.9,4.19,0,0,4,22,10,317.5,1,0,20,0,139.1,0,0,48,0,62.1,0,2.07,24,0,32,0,34.5,0,80,311,897,56.69,27.92,41.01,9.86,7.9,100.41,69,0.37,89.7,17.5,29.9,4.1,307.9,139.1,62.1,32,34.5
43458,3,430,29.9,4.1,0,0,0,22,0,307.9,0,0,18,10,139.1,0,0,40,15,62.1,0,0,22,0,32,0,34.5,0,108,342,897,55.79,27.92,40.76,9.81,7.86,100.37,69,0.35,89.7,17.51,30,4.08,311.5,140.9,62.5,32,34.5
43459,1,430,30,4.08,0,0,0,15,12,311.5,0,0,22,0,140.9,0,0,48,8,62.5,0,0,20,5,32,0,34.5,0,108,340,897,56.24,27.92,40.78,9.81,7.88,100.44,69,0.37,89.7,17.5,29.9,4.17,318,140.9,62.5,32,32.7
43459,2,430,29.9,4.17,0,0,4,20,8,318,0,0,16,9,140.9,0,0,45,0,62.5,0,0,23,0,32,0,32.7,0,72,294,897,55.87,27.87,41.09,9.88,7.97,100.27,69,0.37,89.7,18.65,29.9,4.05,314.9,140.9,62.5,32,32.7
43459,3,430,29.9,4.05,0,0,0,21,0,314.9,0,0,23,0,140.9,0,0,38,19,62.5,0,0,21,0,32,0,32.7,0,99,362,897,56.5,27.93,40.96,9.85,7.97,100.34,69,0.36,89.7,17.5,29.9,4.03,313.4,144.4,62.6,32,32.7
43460,1,430,29.9,4.03,0,0,0,13,12,313.4,0,0,17,10,144.4,0,0,48,0,62.6,0,0,18,6,32,0,32.7,0,100,357,897,56.56,27.96,40.9,9.83,7.98,100.36,69,0.36,89.7,17.5,29.9,4.08,320.8,144.4,62.6,32,33
43460,2,430,29.9,4.08,0,0,0,20,10,320.8,0,0,22,0,144.4,0,0,40,10,62.6,1.15,0,21,0,32,0,33,0,68,300,897,56.06,27.95,41.12,9.89,8.01,100.33,69,0.36,89.7,20.43,29.9,4.1,318.8,144.4,62.6,32,33
43460,3,430,29.9,4.1,0,0,0,23,0,318.8,0,0,17,10,144.4,0,0,41,15,62.6,0,0,20,0,32,0,33,0,72,362,897,56.35,27.97,41.3,9.93,8.05,100.38,69,0.35,89.7,17.5,29.9,4.03,322.6,146.8,62.3,32,33
43461,1,430,29.9,4.03,0,0,0,15,12,322.6,0,0,23,0,146.8,0,0,48,0,62.3,0,0,17,8,32,0,33,0,76,367,897,56.37,27.96,41.24,9.92,8.04,100.29,69,0.35,89.7,17.5,29.9,4.11,326.1,146.8,62.3,32,33
43461,2,430,29.9,4.11,0,0,0,17,10,326.1,0,0,17,10,146.8,0,0,38,10,62.3,0,0,23,0,32,0,33,0,68,340,897,55.67,28.01,41.18,9.91,8.02,100.31,69,0.35,89.7,19.61,29.9,4.1,320.2,146.8,62.3,32,33
43461,3,430,29.9,4.1,0,0,0,21,7,320.2,0,0,22,0,146.8,0,0,40,10,62.3,0,0,21,0,32,0,33,0,60,207,897,55.85,27.99,40.84,9.82,7.99,100.27,69,0.35,89.7,17.5,29.9,4.05,317.6,144,64.3,32,34.9
43473,1,430,29.9,4.05,0,0,0,20,10,317.6,0,0,24,0,144,0,0,36,14,64.3,0,0,19,7,32,0,34.9,0,100,313,897,55.95,28.73,40.79,9.81,7.96,109.66,69,0.38,89.7,17.49,29.8,4.18,322.4,144,64.3,32,34.2
43473,2,430,29.8,4.18,0,0,4,23,0,322.4,0,0,19,12,144,0,0,42,14,64.3,0,0,24,0,32,0,34.2,0,80,316,897,56.14,28.69,40.95,9.85,7.99,109.6,69,0.37,89.7,20.33,29.8,3.87,329.9,144,64.3,32,34.2
43473,3,430,29.8,3.87,0,0,0,16,10,329.9,0,0,25,0,144,0,0,48,0,64.3,0,0,21,0,32,0,34.2,0,48,189,897,56.18,28.74,41.04,9.87,7.98,109.49,69,0.37,89.7,23.53,29.8,3.91,319,135.5,64.8,32,34.2
43474,1,430,29.8,3.91,4,4,0,18,7,319,0,0,20,9,135.5,0,0,37,10,64.8,0,0,18,5,32,0,34.2,0,16,16,897,56.88,28.76,40.66,9.78,7.87,109.45,69,0.37,89.7,17.51,29.7,4.05,316.6,147.4,63,29,34
43480,1,430,29.7,4.05,0,0,0,24,0,316.6,0,0,24,0,147.4,0,0,50,0,63,0,0,25,0,29,37,34,0,20,122,897,56.48,28.71,41.49,9.98,7.97,101.13,69,0.37,89.7,19.26,29.8,4.11,319.9,147.4,63,29,34
43481,1,430,29.8,4.11,0,0,0,24,0,319.9,0,0,24,0,147.4,0,0,50,0,63,5,0,25,0,29,0,34,0,69,362,897,56.58,28.64,41.2,9.9,8.04,101.08,69,0.37,89.7,17.5,30,4.13,331.2,147.4,63,29,34.2
43481,2,430,30,4.13,0,0,0,21,5,331.2,0,0,22,0,147.4,0,0,47,0,63,8,0,25,0,29,0,34.2,0,104,326,897,56.67,28.66,40.75,9.79,7.98,101.11,69,0.37,89.7,17.5,30,4.14,322.1,147.4,63,29,34.2
43481,3,430,30,4.14,0,0,0,19,10,322.1,0,0,17,10,147.4,0,0,38,10,63,3,3,25,0,29,0,34.2,0,84,367,897,56.54,28.66,40.97,9.89,8.07,101.08,69,0.37,89.7,17.49,29.9,4.18,322.2,145.3,62.6,29,34.2
43482,1,430,29.9,4.18,0,0,4,21,6,322.2,0,0,21,8,145.3,0,0,40,10,62.6,0,0,24,2,29,0,34.2,0,96,361,897,56.62,28.66,40.99,9.85,8.03,101.01,69,0.38,89.7,17.49,29.8,4.09,336.6,145.3,62.6,29,34.2
43482,2,430,29.8,4.09,0,0,0,20,8,336.6,1,0,23,0,145.3,0,0,40,10,62.6,0,2.3,23,0,29,0,34.2,0,82,367,897,56.17,28.63,41.15,9.87,8.07,100.99,69,0.38,89.7,17.48,29.9,4.07,321.2,145.3,62.6,29,34.2
43482,3,430,29.9,4.07,0,0,0,20,9,321.2,0,0,18,0,145.3,0,0,42,0,62.6,0,0,21,0,29,0,34.2,0,76,369,897,56.44,28.66,41.3,9.93,8.11,101.01,69,0.38,89.7,17.49,30,4.02,319.7,154.2,64.2,29,34.2
43483,1,430,30,4.02,0,0,0,24,7,319.7,0,0,15,10,154.2,0,0,36,20,64.2,0,0,20,7,29,0,34.2,0,60,401,897,56.65,28.68,41.54,9.98,8.15,101.02,69,0.38,89.7,17.49,29.9,4.12,335.4,154.2,64.2,29,34.2
43483,2,430,29.9,4.12,0,0,0,22,5,335.4,1,0,18,10,154.2,0,0,45,0,64.2,0,0,24,0,29,0,34.2,0,95,367,897,56.37,28.65,41.01,9.86,8.09,101.02,69,0.38,89.7,17.5,30,4.11,315.3,154.2,64.2,29,34.2
43483,3,430,30,4.11,0,0,0,20,10,315.3,0,0,24,0,154.2,0,0,35,13,64.2,0,0,21,0,29,0,34.2,0,60,244,897,56.48,28.65,41.05,9.87,8.06,101.09,69,0.38,89.7,17.5,30,4.12,315.9,141.9,64.7,29,34.2
43484,1,430,30,4.12,0,0,0,22,0,315.9,0,0,18,10,141.9,0,0,40,15,64.7,0,0,19,6,29,0,34.2,0,48,147,897,55.9,28.36,40.89,9.83,7.91,100.9,69,0.37,89.7,17.5,30,4.13,327.8,141.9,64.7,29,34.2
43484,2,430,30,4.13,0,0,0,15,12,327.8,0,0,23,0,141.9,0,0,47,0,64.7,5,0,24,0,29,0,34.2,0,92,343,897,56.35,28.34,40.94,9.84,7.96,101.05,69,0.38,89.7,17.4,29.9,4.1,319.2,141.9,64.7,29,34.2
43484,3,430,29.9,4.1,0,0,0,19,8,319.2,0,0,17,0,141.9,0,0,36,13,64.7,5,0,22,0,29,0,34.2,0,104,357,897,56.13,28.69,40.91,9.84,7.99,101.01,69,0.38,89.7,17.48,29.7,4.1,320.3,143.7,63.3,31,34.9
43486,1,430,29.7,4.1,0,0,0,22,5,320.3,0,0,14,10,143.7,0,0,44,10,63.3,0,0,22,3,31,35,34.9,0.9,96,371,897,56.33,28.61,40.99,9.85,8.05,100.99,69,0.38,89.7,17.49,29.3,4.23,309.6,143.7,63.3,31,34.9
43486,2,455,29.3,4.23,0,0,4,22,7,309.6,1,0,22,0,143.7,0,0,50,5,63.3,0,0,25,0,31,0,34.9,0,112,364,897,56.16,28.61,40.77,9.8,8.01,101.01,69,0.38,89.7,17.49,29.7,4.05,310.2,143.7,63.3,31,34.9
43486,3,440,29.7,4.05,0,0,0,23,3,310.2,0,0,17,10,143.7,0,0,46,10,63.3,0,0,23,0,31,0,34.9,0,96,329,897,55.66,28.63,40.9,9.84,8.03,100.97,69,0.38,89.7,17.48,29.7,3.97,319.1,141.7,62.5,31,34.9
43487,1,440,29.7,3.97,0,0,0,18,10,319.1,0,0,21,8,141.7,0,0,46,10,62.5,0,0,20,6,31,0,34.9,0,72,279,897,56.72,28.6,41.02,9.86,8.06,101.02,69,0.37,89.7,17.4,29.8,4.1,317.5,141.7,62.5,31,34.5
43487,2,440,29.8,4.1,0,0,0,21,9,317.5,0,0,23,0,141.7,0,0,48,10,62.5,0,3.45,23,0,31,0,34.5,0.5,82,348,897,56.57,28.66,41.09,9.87,8.13,101.02,69,0.37,89.7,17.41,30,4.03,322,141.7,62.5,31,34.5
43487,3,430,30,4.03,0,0,0,23,0,322,0,0,18,10,141.7,0,0,50,8,62.5,0,0,21,0,31,0,34.5,0,84,339,897,56.28,28.61,41.11,9.88,8.1,101.08,69,0.37,89.7,18.52,30.1,3.91,320.4,146,64.5,31,34.5
43488,1,440,30.1,3.91,3,3,0,15,10,320.4,0,0,23,0,146,0,0,49,0,64.5,0,0,18,7,31,0,34.5,0,60,278,897,56.26,28.64,41.19,9.9,8.11,101.05,69,0.38,89.7,18.83,29.8,4.22,318.5,146,64.5,31,34.2
43488,2,430,29.8,4.22,0,0,4,22,7,318.5,1,0,18,8,146,0,0,42,10,64.5,0,0,24,0,31,0,34.2,0,86,336,897,56.67,28.62,40.99,9.86,8.09,101.04,69,0.38,89.7,20.18,29.9,4.02,316.7,146,64.5,31,34.2
43488,3,430,29.9,4.02,0,0,0,23,3,316.7,0,0,23,0,146,0,0,43,10,64.5,0,0,22,0,31,0,34.2,0,84,333,897,56.27,28.59,41.08,9.88,8.11,101.11,69,0.38,89.7,17.41,29.8,3.91,321.2,146.3,63.7,31,34.2
43489,1,430,29.8,3.91,2,2,0,19,0,321.2,0,0,17,9,146.3,0,0,45,8,63.7,0,0,19.5,0,31,0,34.2,0,92,294,897,55.87,28.62,40.75,9.8,8.08,101.07,69,0.38,89.7,18.28,29.9,4.1,323.3454773,146.3,63.7,31,33.8
43489,2,430,29.9,4.1,0,0,0,22,6,323.3454773,2,0,22,0,146.3,0,0,47,10,63.7,0,0,22,0,31,0,33.8,0,76,348,897,56.63,28.63,41.16,9.9,8.14,101.08,69,0.37,89.7,17.49,30,4.07,309.7574419,146.3,63.7,31,33.8
43489,3,430,30,4.07,0,0,0,23,5,309.7574419,0,0,18,10,146.3,0,0,48,10,63.7,0,0,20,0,31,0,33.8,0,84,350,897,56.58,28.62,41.13,9.89,8.14,101.11,69,0.38,89.7,17.48,29.9,3.97,318.8959947,143.9,63.4,31,33.8
43490,1,430,29.9,3.97,0,0,0,21,7,318.8959947,0,0,23,0,143.9,0,0,48,4,63.4,0,0,18,8,31,0,33.8,0,84,362,897,55.69,28.65,41.1,9.88,8.13,101.12,69,0.38,89.7,17.49,29.8,4.15,314.0015638,143.9,63.4,31,34.2
43490,2,430,29.8,4.15,0,0,3,21,8,314.0015638,1,0,18,10,143.9,0,0,46,0,63.4,0,0,23,0,31,0,34.2,0,76,402,897,56.27,28.6,41.31,9.93,8.15,101.05,69,0.38,89.7,17.48,30,4.02,310.4077509,143.9,63.4,31,34.2
43490,3,430,30,4.02,0,0,0,23,10,310.4077509,0,0,24,7,143.9,0,0,38,20,63.4,0,0,21,7,31,0,34.2,0,44,267,897,55.84,28.62,41.33,9.94,8.17,101.02,69,0.38,89.7,17.47,30,3.98,317.4242427,147.4,63.3,31,34.2
43491,1,430,30,3.98,0,0,0,25,0,317.4242427,0,0,25,0,147.4,0,0,50,0,63.3,0,0,25,0,31,0,34.2,0,32,90,897,56.85,28.66,40.91,9.83,7.91,101.28,69,0.37,89.7,17.5,29.9,4.07,318.5537268,147.4,63.3,31,34.2
43491,2,430,29.9,4.07,0,0,0,17,12,318.5537268,0,0,20,10,147.4,0,0,41,15,63.3,0,0,23,5,31,0,34.2,0,98,358,897,56.44,28.59,40.96,9.84,7.97,101.39,69,0.38,89.7,17.48,30,3.95,321.4630039,147.4,63.3,31,34.2
43491,3,430,30,3.95,0,0,0,21.5,5,321.4630039,0,0,25,0,147.4,0,0,46,0,63.3,0,0,25,0,31,0,34.2,0,99,323,897,56.61,28.56,40.82,9.81,7.96,101.42,69,0.38,89.7,17.49,30,3.98,320.1623859,147.4,64.4,30,33.6
43493,1,430,30,3.98,0,0,0,21,4,320.1623859,0,0,21,0,147.4,0,0,40,10,64.4,0,0,24,0,30,35,33.6,0,84,335,897,56.79,28.54,41.05,9.87,8.02,101.38,69,0.38,89.7,17.49,30,4.13,320.6757877,147.4,64.4,30,33.6
43493,2,440,30,4.13,0,0,0,25,5,320.6757877,2,0,20,8,147.4,0,0,47,10,64.4,0,0,23,0,30,0,33.6,0,87,357,897,56.16,28.53,41.03,9.87,8.02,101.37,69,0.37,89.7,17.49,30,4,319.5120769,147.4,64.4,30,33.6
43493,3,440,30,4,0,0,0,22,5,319.5120769,0,0,25,0,147.4,0,0,48,10,64.4,0,0,20,0,30,0,33.6,0,88,352,897,56.78,28.58,41.07,9.88,8.04,101.42,69,0.37,89.7,17.49,30.1,3.99,313.7619763,149,63.3,30,33.6
43494,1,430,30.1,3.99,0,0,0,20,10,313.7619763,0,0,19,10,149,0,0,50,0,63.3,0,0,18,5,30,0,33.6,0,80,373,897,56.48,28.57,41.19,9.9,8.06,101.4,69,0.38,89.7,17.49,30.1,4.03,311.8,149,63.3,30,33.2
43494,2,430,30.1,4.03,0,0,0,24,5,311.8,0,0,24,0,149,0,0,42,10,63.3,0,2.3,22,0,30,0,33.2,0,90,350,897,56.23,28.68,40.98,9.85,8.06,101.45,69,0.38,89.7,17.49,29.9,3.9,328,149,63.3,30,33.2
43494,3,430,29.9,3.9,2,2,0,22,6,328,0,0,19,10,149,0,0,44,10,63.3,0,0,19,0,30,0,33.2,0,100,337,897,56.45,28.66,40.88,9.83,8.03,101.4,69,0.38,89.7,17.48,29.9,4,321.1,150.5,64,30,33.2
43495,1,430,29.9,4,0,0,0,22,7,321.1,0,0,25,0,150.5,0,0,44,8,64,0,0,17,9,30,0,33.2,0,72,359,897,56.5,28.61,41.31,9.92,8.12,101.5,69,0.37,89.7,17.5,29.9,4.07,318,150.5,64,30,33.2
43495,2,430,29.9,4.07,0,0,0,23,5,318,0,0,19,10,150.5,0,0,44,0,64,0,0,23,0,30,0,33.2,0,84,336,897,56.32,28.52,41.05,9.87,8.08,101.51,69,0.38,89.7,17.5,29.9,3.9,327.9,150.5,64,30,33.2
43495,3,430,29.9,3.9,2,2,0,22,5,327.9,0,0,24,0,150.5,0,0,36,10,64,0,0,21,0,30,0,33.2,0,84,341,897,55.86,28.34,41.1,9.88,8.1,101.46,69,0.38,89.7,17.48,29.9,4.06,320.3,146.3,63.9,30,33.2
43496,1,430,29.9,4.06,0,0,0,21,8,320.3,0,0,18,10,146.3,0,0,37,10,63.9,0,0,18,7,30,0,33.2,0,102,358,897,56.24,28.02,40.79,9.81,8.04,101.44,69,0.37,89.7,17.48,29.9,4.12,321,146.3,63.9,30,33.4
43496,2,430,29.9,4.12,0,0,0,23,5,321,1,0,25,0,146.3,0,0,40,10,63.9,0,0,23,0,30,0,33.4,0,88,333,897,56.24,28.04,40.97,9.85,8.1,101.55,69,0.38,89.7,17.49,30,3.98,321.2,146.3,63.9,30,33.4
43496,3,430,30,3.98,0,0,0,22,7,321.2,0,0,20,10,146.3,0,0,40,10,63.9,0,0,21,0,30,0,33.4,0,90,331,897,56.21,28.08,40.96,9.85,8.11,101.55,69,0.37,89.7,17.48,29.9,3.93,324,150.8,64,30,33.4
43497,1,430,29.9,3.93,2,2,0,21,7,324,0,0,25,0,150.8,0,0,42,10,64,0,0,18,8,30,0,33.4,0,76,379,897,56.25,28.01,41.26,9.92,8.16,101.45,69,0.38,89.7,17.48,30,3.95,321.5826694,150.8,64,30,33.4
43497,2,430,30,3.95,2,2,0,24,0,321.5826694,2,0,20,8,150.8,0,0,44,11,64,0,0,24,0,30,0,33.4,0,52,229,897,56.64,28.04,41.16,9.89,8.17,101.5,69,0.38,89.7,17.48,30,3.88,316.7224653,148.7,62.8,30,33.4
43498,1,430,30,3.88,3,3,0,21,5,316.7224653,0,0,19,0,148.7,0,0,38,10,62.8,0,0,20,8,30,0,33.4,0,70,226,897,55.69,27.88,40.88,9.82,7.92,101.52,69,0.38,89.7,17.49,29.9,4.1,320.9665872,148.7,62.8,30,33.4
43498,2,430,29.9,4.1,0,0,0,24,5,320.9665872,1,0,14,10,148.7,0,0,40,0,62.8,0,0,25,0,30,0,33.4,0,88,345,897,56.59,27.87,41.01,9.86,7.99,101.57,69,0.38,89.7,17.48,30,4.09,317.2016404,151.1,62.4,33,33.6
43500,1,440,30,4.09,0,0,0,22,0,317.2016404,0,0,22,0,151.1,0,0,34,18,62.4,0,0,23,2,33,0,33.6,0,60,369,897,55.9,27.98,41.47,9.97,8.11,101.59,69,0.38,89.7,17.48,30,4.1,315.5587545,151.1,62.4,33,33.6
43500,2,440,30,4.1,0,0,0,18,10,315.5587545,2,0,18,10,151.1,0,0,46,7,62.4,0,1.38,24,0,33,0,33.6,0,78,392,897,56.43,27.99,41.25,9.91,8.1,101.65,69,0.37,89.7,17.49,30.1,4.05,312.546797,151.1,62.4,33,33.6
43500,3,430,30.1,4.05,0,0,0,21,10,312.546797,0,0,25,0,151.1,0,0,44,0,62.4,0,0,21,5,33,0,33.6,0,98,335,897,55.61,28.01,40.89,9.83,8.08,101.62,69,0.38,89.7,17.48,30.1,4.05,312.5125702,140.7,63.8,33,33.6
43501,1,430,30.1,4.05,0,0,0,24,5,312.5125702,0,0,19,10,140.7,0,0,36,16,63.8,0,0,25,0,33,0,33.6,0,92,320,897,56.14,28.02,40.79,9.83,8.07,101.59,69,0.38,89.7,17.49,30,4.13,311.2,140.7,63.8,33,34
43501,2,430,30,4.13,0,0,0,22,5,311.2,0,0,24,0,140.7,0,0,42,10,63.8,0,0,23,0,33,0,34,0,100,349,897,56.02,28,40.87,9.82,8.08,101.66,69,0.38,89.7,17.49,30.1,4.05,305.8,140.7,63.8,33,34
43501,3,430,30.1,4.05,0,0,0,20,10,305.8,0,0,18,10,140.7,0,0,44,0,63.8,0,0,20,5,33,0,34,0,84,254,897,55.99,28,40.67,9.78,8.04,101.64,69,0.37,89.7,20.6,30,4.11,313.8,150.2,63.5,33,34
43502,1,430,30,4.11,0,0,0,22,7,313.8,0,0,25,0,150.2,0,0,34,0,63.5,0,0,25,0,33,0,34,0,104,365,897,56.6,28.01,40.91,9.83,8.12,101.65,69,0.38,89.7,17.49,30.1,4.12,311.2,150.2,63.5,33,34
43502,2,430,30.1,4.12,0,0,0,23,6,311.2,0,0,19,0,150.2,0,0,44,10,63.5,0,0,22,0,33,0,34,0,86,363,897,56.22,28.03,41.11,9.88,8.16,101.69,69,0.37,89.7,17.5,30,4.12,316.6,150.2,63.5,33,34.7
43502,3,430,30,4.12,0,0,0,21,8,316.6,0,0,13,10,150.2,0,0,45,0,63.5,0,0,19,7,33,0,34.7,0.7,68,363,897,55.73,28.03,41.35,9.94,8.15,101.59,69,0.37,89.7,17.48,30.1,4.13,320.7,159.5,63.3,33,34.7
43503,1,430,30.1,4.13,0,0,0,25,6,320.7,0,0,20,10,159.5,0,0,40,12,63.3,0,0,25,0,33,0,34.7,0,108,298,897,56.06,28.07,40.58,9.76,8.03,101.61,69,0.37,89.7,17.49,30.2,4.2,310.1,159.5,63.3,33,34
43503,2,430,30.2,4.2,0,0,4,23,5,310.1,1,0,25,0,159.5,3,0,40,10,63.3,0,0,22,0,33,0,34,0,76,303,897,56.37,28.09,41.04,9.87,8.11,101.67,69,0.36,89.7,19.51,30,4.04,315.3,159.5,63.3,33,34
43503,3,430,30,4.04,0,0,0,21,10,315.3,0,0,20,0,159.5,0,0,46,10,63.3,0,0,20,7,33,0,34,0,64,228,897,55.74,28.03,40.78,9.82,8.12,101.71,69,0.37,89.7,17.49,30.2,3.9,315.6,142.3,63.2,33,34
43504,1,430,30.2,3.9,3,3,0,24,4,315.6,0,0,14,10,142.3,0,0,48,3,63.2,0,0,24,0,33,0,34,0,48,129,897,56.65,28.1,40.57,9.75,7.86,101.72,69,0.38,89.7,17.48,30.2,4.07,317.1910484,142.3,63.2,33,34
43504,2,430,30.2,4.07,0,0,0,24,0,317.1910484,0,0,20,10,142.3,0,0,42,0,63.2,0,0,21,0,33,0,34,0,116,341,897,56.11,28.05,40.67,9.77,7.94,101.75,69,0.38,89.7,17.49,30,4.04,319.1077486,142.3,63.2,33,34
43504,3,430,30,4.04,0,0,0,16,10,319.1077486,0,0,25,0,142.3,0,0,34,10,63.2,0,0,19,7,33,0,34,0,92,259,897,56.2,28.01,40.71,9.79,7.97,101.72,69,0.37,89.7,17.48,30,4.03,316.5407394,141.3,63.1,30,33.9
43507,1,440,30,4.03,0,0,0,21,6,316.5407394,0,0,21,0,141.3,0,0,40,11,63.1,0,0,25,0,30,35,33.9,0,44,413,897,56.73,27.95,41.7,10.02,8.13,101.73,69,0.38,89.7,17.47,30,4.21,312.9811533,141.3,63.1,30,33.9
43507,2,430,30,4.21,0,0,4,25,5,312.9811533,0,0,18,7,141.3,0,0,46,0,63.1,0,0,25,0,30,0,33.9,0,60,394,897,56.04,28.22,41.49,9.98,8.11,101.78,69,0.38,89.7,17.47,30.1,4.07,320.4083666,141.3,63.1,30,33.9
43507,3,430,30.1,4.07,0,0,0,25,0,320.4083666,0,0,24,0,141.3,0,0,40,0,63.1,0,0,23,0,30,0,33.9,0,104,339,897,56.21,28.43,40.83,9.82,8.01,101.85,69,0.37,89.7,17.46,30.3,4.03,325.7819725,142.9,64,30,33.9
43508,1,430,30.3,4.03,0,0,0,18,11,325.7819725,0,0,18,9,142.9,0,0,31,19,64,0,0,20,5,30,0,33.9,0,100,371,897,56.49,28.4,40.92,9.84,8.05,101.82,69,0.38,89.7,17.47,30.2,4.07,328.9691804,142.9,64,30,33.7
43508,2,430,30.2,4.07,0,0,0,20,7,328.9691804,2,0,23,0,142.9,0,0,40,10,64,0,0,22,0,30,0,33.7,0,80,387,897,56.13,28.42,41.22,9.91,8.11,101.84,69,0.37,89.7,17.47,30.3,4,315.9630004,142.9,64,30,33.7
43508,3,430,30.3,4,0,0,0,20,0,315.9630004,0,0,18,11,142.9,0,0,40,0,64,0,0,20,0,30,0,33.7,0,98,312,897,55.82,28.43,40.79,9.81,8.06,101.94,69,0.38,89.7,17.48,30.3,3.95,317.5374327,146.9,63.9,30,33.7
43509,1,430,30.3,3.95,2,2,0,15,12,317.5374327,0,0,25,0,146.9,0,0,34,15,63.9,0,0,18,5,30,0,33.7,0,108,323,897,56.47,28.41,40.65,9.77,8.03,101.88,69,0.38,89.7,17.47,30.2,4.16,327.6685624,146.9,63.9,30,34
43509,2,430,30.2,4.16,0,0,3,20,10,327.6685624,0,0,18,0,146.9,0,0,40,10,63.9,0,0,20,5,30,0,34,0,72,385,897,56.39,28.43,41.31,9.93,8.13,101.92,69,0.37,89.7,17.48,30.3,4.05,322.36341,146.9,63.9,30,34
43509,3,430,30.3,4.05,0,0,0,23,0,322.36341,0,0,14,15,146.9,0,0,40,0,63.9,0,0,24,0,30,0,34,0,59,269,897,55.99,28.42,41.21,9.91,8.11,102.12,69,0.37,89.7,17.47,30.2,3.97,327.7712427,150.5,63.5,30,34
43510,1,430,30.2,3.97,0,0,0,16,12,327.7712427,0,0,25,0,150.5,0,0,32,20,63.5,0,0,22,0,30,0,34,0,96,358,897,56.78,28.39,40.95,9.85,8.1,102,69,0.38,89.7,17.48,30.1,4.09,333.7609309,150.5,63.5,30,33.7
43510,2,430,30.1,4.09,0,0,0,21,10,333.7609309,1,0,19,0,150.5,0,0,44,0,63.5,0,0,20,7,30,0,33.7,0,96,380,897,56.08,28.38,41.02,9.86,8.14,102.02,69,0.38,89.7,17.47,30.2,4,322.8425851,150.5,63.5,30,33.7
43510,3,430,30.2,4,0,0,0,24,0,322.8425851,0,0,14,10,150.5,0,0,36,10,63.5,0,0,25,0,30,0,33.7,0,100,345,897,56.08,28.4,40.9,9.84,8.11,102.01,69,0.37,89.7,17.47,30.3,4,323.4928941,152,63.7,30,33.7
43511,1,430,30.3,4,0,0,0,18,10,323.4928941,0,0,21,10,152,0,0,40,20,63.7,0,0,23,0,30,0,33.7,0,72,390,897,56.76,28.4,41.35,9.94,8.18,102.07,69,0.38,89.7,17.49,30.2,4.12,324.4165852,152,63.7,30,33.1
43511,2,430,30.2,4.12,0,0,0,20,10,324.4165852,1,0,25,0,152,0,0,52,0,63.7,0,0,20,7,30,0,33.1,0,40,213,897,56.7,28.41,41.36,9.94,8.18,102.08,69,0.37,89.7,17.48,30.2,4.04,315.4149396,149.9,62.6,30,33.1
43512,1,430,30.2,4.04,0,0,0,16,13,315.4149396,0,0,15,10,149.9,0,0,46,10,62.6,0,0,22.5,0,30,0,33.1,0,0,4,897,55.97,28.63,42.46,10.2,8.18,102.13,69,0.36,89.7,17.51,30,4.14,320.3435973,149.9,62.6,30,34.4
43512,2,430,30,4.14,0,0,0,22,0,320.3435973,0,0,20,0,149.9,0,0,47,0,62.6,0,0,20,5,30,0,34.4,0,72,371,897,56.27,28.4,41.3,9.92,8.07,102.15,69,0.37,89.7,17.49,30,3.97,313.0190644,141,62,31,34.3
43514,1,430,30,3.97,0,0,0,17,8,313.0190644,0,0,17,0,141,0,0,42,0,62,0,0,24.5,0,31,35,34.3,0,54,332,897,56.68,28.35,41.43,9.96,8.14,102.15,69,0.37,89.7,17.49,30.2,4.14,315.8256611,141,62,31,34.3
43514,2,430,30.2,4.14,0,0,0,25,0,315.8256611,1,0,17,10,141,0,0,40,0,62,0,3.45,24,0,31,0,34.3,0,88,369,897,56.27,28.39,41.05,9.87,8.11,102.33,69,0.37,89.7,17.49,30.1,4.08,317.2631863,141,62,31,34.3
